year,month,rain_mm,Kinneret_Level_end_of_month,tmp_air_max,tmp_air_min,rain_day,sns_drt,Date,Kinneret_Level_end_of_last_month,Change_from_last_month,tmp_air_max_binned,tmp_air_min_binned
1970,3,1198.3075107849008,-208.88,21.664949902248292,10.505027118216503,16,422.51612903225805,1970-03-01,-209.2,0.3199999999999932,17-23,8-12
1970,4,332.8730331264219,-208.79,25.850601047237078,12.504341601498854,6,557.1,1970-04-01,-208.88,0.09000000000000341,23-28,12-16
1970,5,64.73230861965038,-208.89,28.234652262664596,14.122413614012439,6,657.5806451612904,1970-05-01,-208.79,-0.09999999999999432,23-28,12-16
1970,6,0.0,-209.07,30.394689171122995,17.54741105912062,0,708.0333333333333,1970-06-01,-208.89,-0.18000000000000682,28-31,16-19
1970,7,0.0,-209.25,31.235805801248706,19.752675598335067,0,704.1290322580645,1970-07-01,-209.07,-0.18000000000000682,31-34,19-23
1970,8,22.505806451612905,-209.63,32.117496373726865,20.437402248289345,2,683.0322580645161,1970-08-01,-209.25,-0.37999999999999545,31-34,19-23
1970,9,48.182444983683375,-209.92,31.0023826500297,18.97111705288176,6,582.2,1970-09-01,-209.63,-0.28999999999999204,28-31,16-19
1970,10,274.8967686634791,-210.14,27.693755779591257,14.587470633226202,14,536.8064516129032,1970-10-01,-209.92,-0.21999999999999886,23-28,12-16
1970,11,736.9369273675674,-210.32,23.83427398989899,13.0661773989899,23,457.6,1970-11-01,-210.14,-0.18000000000000682,23-28,12-16
1970,12,1021.7668000790918,-210.35,16.70006415469414,7.089994285837501,20,391.38709677419354,1970-12-01,-210.32,-0.030000000000001137,11-17,3-8
1971,1,1235.2425694993776,-210.31,19.006999061898906,9.25119741903951,17,355.38709677419354,1971-01-01,-210.35,0.03999999999999204,17-23,8-12
1971,2,2091.902455968091,-209.69,16.63682937526184,7.409778225806454,25,342.17857142857144,1971-02-01,-210.31,0.6200000000000045,11-17,3-8
1971,3,512.7226527525492,-209.32,20.507864854318417,8.94198577870274,19,440.03225806451616,1971-03-01,-209.69,0.37000000000000455,17-23,8-12
1971,4,1644.555930411238,-208.79,21.200430107526877,10.327106167346436,17,481.6333333333333,1971-04-01,-209.32,0.5300000000000011,17-23,8-12
1971,5,4.892222222222222,-208.8,28.734234481915934,15.188165933528838,4,663.6451612903226,1971-05-01,-208.79,-0.010000000000019327,28-31,12-16
1971,6,31.89967105263158,-208.89,30.64377376708259,17.93145350564468,4,706.4333333333333,1971-06-01,-208.8,-0.08999999999997499,28-31,16-19
1971,7,0.0,-209.1,30.767040330463853,19.61903714565005,0,712.6774193548387,1971-07-01,-208.89,-0.21000000000000796,28-31,19-23
1971,8,63.04886363636364,-209.41,32.20990898842745,20.485720741494024,4,691.1612903225806,1971-08-01,-209.1,-0.3100000000000023,31-34,19-23
1971,9,3.0,-209.62,31.17316196236559,19.50013664874552,1,572.4,1971-09-01,-209.41,-0.21000000000000796,31-34,19-23
1971,10,176.3154207720384,-209.92,27.565929273266597,14.622076423881115,14,532.8387096774194,1971-10-01,-209.62,-0.29999999999998295,23-28,12-16
1971,11,687.7659197757166,-209.97,22.288533826164873,11.719122983870971,19,393.2,1971-11-01,-209.92,-0.05000000000001137,17-23,8-12
1971,12,1903.1439733408113,-209.89,15.370263255469043,7.378784010452529,27,256.93548387096774,1971-12-01,-209.97,0.0800000000000125,11-17,3-8
1972,1,1165.6761078189784,-209.58,15.598033298647241,6.2045946597089445,20,379.06451612903226,1972-01-01,-209.89,0.30999999999997385,11-17,3-8
1972,2,1290.645042276734,-209.24,15.954178717093065,6.05423433444568,17,443.7931034482759,1972-02-01,-209.58,0.3400000000000034,11-17,3-8
1972,3,992.0103821085822,-209.03,19.34693707293819,8.816697123788336,22,393.6774193548387,1972-03-01,-209.24,0.21000000000000796,17-23,8-12
1972,4,448.69399275764613,-208.92,25.903111111111112,13.145660098522164,14,479.9,1972-04-01,-209.03,0.11000000000001364,23-28,12-16
1972,5,93.6422847593321,-208.99,26.65005085015096,14.34900021187563,14,589.9354838709677,1972-05-01,-208.92,-0.0700000000000216,23-28,12-16
1972,6,100.42992424242425,-209.21,29.97448166392994,17.860410509031208,7,686.5,1972-06-01,-208.99,-0.21999999999999886,28-31,16-19
1972,7,4.611111111111111,-209.59,30.699500768049155,19.695728465083306,2,700.3548387096774,1972-07-01,-209.21,-0.37999999999999545,28-31,19-23
1972,8,0.0,-209.9,32.43057762593357,20.166069442237404,0,684.8709677419355,1972-08-01,-209.59,-0.3100000000000023,31-34,19-23
1972,9,10.75590062111801,-210.16,32.279634646962236,19.491776895943566,5,607.3,1972-09-01,-209.9,-0.2599999999999909,31-34,19-23
1972,10,169.1608052998902,-210.47,29.542458816674618,17.031769426346735,13,488.2258064516129,1972-10-01,-210.16,-0.3100000000000023,28-31,16-19
1972,11,684.1048875773693,-210.64,22.9909934318555,11.645418719211825,14,417.7,1972-11-01,-210.47,-0.1699999999999875,17-23,8-12
1972,12,891.2908796299474,-210.77,16.713622697493665,5.231065618968843,14,386.9032258064516,1972-12-01,-210.64,-0.13000000000002387,11-17,3-8
1973,1,1453.593518997803,-210.68,16.445101553166072,5.666251053605891,18,402.0967741935484,1973-01-01,-210.77,0.09000000000000341,11-17,3-8
1973,2,263.6223882582339,-210.59,20.07208831808586,8.091446262413012,15,441.10714285714283,1973-02-01,-210.68,0.09000000000000341,17-23,3-8
1973,3,917.726712395103,-210.22,19.938324328619107,8.453135612173432,16,495.38709677419354,1973-03-01,-210.59,0.37000000000000455,17-23,8-12
1973,4,215.9720533614709,-210.14,23.458802740469416,10.991014109347441,14,554.9,1973-04-01,-210.22,0.0800000000000125,23-28,8-12
1973,5,140.60459229390682,-210.15,28.01693548387097,14.20992063492063,8,653.516129032258,1973-05-01,-210.14,-0.010000000000019327,23-28,12-16
1973,6,13.058823529411764,-210.33,30.024431216931223,17.103928571428572,1,732.2,1973-06-01,-210.15,-0.18000000000000682,28-31,16-19
1973,7,0.0,-210.7,32.70569800569801,20.07861409796894,0,720.5806451612904,1973-07-01,-210.33,-0.3699999999999761,31-34,19-23
1973,8,0.0,-211.01,32.09380112122047,20.442674937965265,0,677.9032258064516,1973-08-01,-210.7,-0.3100000000000023,31-34,19-23
1973,9,6.611940298507463,-211.28,32.0161684303351,19.61064373897708,1,612.4,1973-09-01,-211.01,-0.27000000000001023,31-34,19-23
1973,10,235.23647186147187,-211.49,29.864550054485544,16.69889716018748,7,553.5483870967741,1973-10-01,-211.28,-0.21000000000000796,28-31,16-19
1973,11,1327.7891510468585,-211.58,21.058809523809526,10.651940035273368,20,425.5,1973-11-01,-211.49,-0.09000000000000341,17-23,8-12
1973,12,525.4966819864399,-211.6,18.191019386620056,8.406134593993325,17,387.6774193548387,1973-12-01,-211.58,-0.01999999999998181,17-23,3-8
1974,1,3151.9929464703723,-210.97,13.554838709677425,6.117532855436081,25,280.16129032258067,1974-01-01,-211.6,0.6299999999999955,11-17,3-8
1974,2,870.5638867002565,-210.62,17.414707952146372,7.4030973883806395,15,470.35714285714283,1974-02-01,-210.97,0.3499999999999943,11-17,3-8
1974,3,666.7288629290716,-209.87,20.387005402828546,10.185527570316223,19,386.80645161290323,1974-03-01,-210.62,0.75,17-23,8-12
1974,4,511.9083029519029,-209.47,22.881825396825395,11.312552910052913,11,465.4,1974-04-01,-209.87,0.4000000000000057,17-23,8-12
1974,5,12.842857142857143,-209.49,27.429974267071042,13.579569892473119,3,644.516129032258,1974-05-01,-209.47,-0.020000000000010232,23-28,12-16
1974,6,2.416666666666667,-209.68,30.505133795536096,17.70759958645016,2,699.8,1974-06-01,-209.49,-0.18999999999999773,28-31,16-19
1974,7,0.0,-209.94,32.52800889877641,20.00962180200223,0,745.1612903225806,1974-07-01,-209.68,-0.2599999999999909,31-34,19-23
1974,8,22.258064516129032,-210.26,31.91995577096245,20.399118862227873,1,704.3225806451613,1974-08-01,-209.94,-0.3199999999999932,31-34,19-23
1974,9,8.430555555555555,-210.56,31.092025089605734,18.420473736250155,3,635.4,1974-09-01,-210.26,-0.30000000000001137,28-31,16-19
1974,10,19.169683257918553,-210.87,30.354092907463315,17.31296499343774,3,531.6774193548387,1974-10-01,-210.56,-0.3100000000000023,28-31,16-19
1974,11,786.384418931737,-211.05,23.64453920250896,12.940694892473116,22,461.4,1974-11-01,-210.87,-0.18000000000000682,23-28,12-16
1974,12,2219.2023093069397,-210.96,16.82964775676678,8.230359658880237,27,315.19354838709677,1974-12-01,-211.05,0.09000000000000341,11-17,3-8
1975,2,1790.3032850218021,-210.54,16.264278513824888,7.351838037634409,23,421.5,1975-02-01,-210.96,0.4200000000000159,11-17,3-8
1975,3,530.7084231106638,-210.09,21.32630723204995,8.7470612209504,10,538.258064516129,1975-03-01,-210.54,0.44999999999998863,17-23,8-12
1975,4,122.47271656602065,-210.06,26.644635080645163,13.521725134408607,14,563.2,1975-04-01,-210.09,0.030000000000001137,23-28,12-16
1975,5,82.91224489795917,-210.14,26.97413306451613,14.351654526534862,7,686.7096774193549,1975-05-01,-210.06,-0.07999999999998408,23-28,12-16
1975,6,30.555555555555557,-210.45,29.931266692930418,18.043885474601414,2,706.6,1975-06-01,-210.14,-0.3100000000000023,28-31,16-19
1975,7,0.0,-210.78,31.899244276795002,20.146893068164154,0,714.0,1975-07-01,-210.45,-0.3300000000000125,31-34,19-23
1975,8,9.0,-211.19,30.900227358848046,20.28558922023883,2,676.8387096774194,1975-08-01,-210.78,-0.4099999999999966,28-31,19-23
1975,9,93.05253947930004,-211.44,30.726456274167063,19.215479695252217,6,620.4,1975-09-01,-211.19,-0.25,28-31,16-19
1975,10,177.75854696610077,-211.64,28.211877115552532,15.335311636585452,11,579.6774193548387,1975-10-01,-211.44,-0.19999999999998863,23-28,12-16
1975,11,828.1979302781781,-211.65,22.434339381720438,12.175561155913975,21,442.4,1975-11-01,-211.64,-0.010000000000019327,17-23,12-16
1975,12,1687.8326615215622,-211.53,16.20796370967742,8.149307795698924,21,334.4516129032258,1975-12-01,-211.65,0.12000000000000455,11-17,3-8
1976,1,949.3688800643143,-211.3,15.880403836754642,7.234304740957968,23,336.5806451612903,1976-01-01,-211.53,0.22999999999998977,11-17,3-8
1976,2,1247.34507038805,-210.8,15.052192882664237,6.582678986752959,23,336.2068965517241,1976-02-01,-211.3,0.5,11-17,3-8
1976,3,939.7018878965503,-210.22,19.26926686217008,8.472073558162268,22,413.4193548387097,1976-03-01,-210.8,0.5800000000000125,17-23,8-12
1976,4,579.1456157677181,-209.86,22.871658866894755,11.754708103701084,17,516.5,1976-04-01,-210.22,0.3599999999999852,17-23,8-12
1976,5,116.33222253455551,-209.82,27.540325832466184,15.01124479708637,15,602.3225806451613,1976-05-01,-209.86,0.040000000000020464,23-28,12-16
1976,6,2.2444444444444445,-209.99,29.500039426523298,17.245456317204304,2,691.1,1976-06-01,-209.82,-0.17000000000001592,28-31,16-19
1976,7,0.0,-210.38,30.527075312174812,19.369358254990615,0,694.3548387096774,1976-07-01,-209.99,-0.38999999999998636,28-31,16-19
1976,8,0.0,-210.74,31.165421931300692,19.933444726492556,0,657.6774193548387,1976-08-01,-210.38,-0.36000000000001364,31-34,19-23
1976,9,22.593587376196073,-210.95,30.02416121086922,18.212935854653317,5,599.2,1976-09-01,-210.74,-0.20999999999997954,28-31,16-19
1976,10,542.2177818739218,-211.15,28.697298585730177,16.892495630065152,23,488.51612903225805,1976-10-01,-210.95,-0.20000000000001705,23-28,16-19
1976,11,1742.781462414072,-211.09,24.522774621212122,13.241501303356143,11,422.3,1976-11-01,-211.15,0.060000000000002274,23-28,12-16
1976,12,1074.4113361958707,-210.88,18.57298602725548,9.577895894428153,21,354.48387096774195,1976-12-01,-211.09,0.21000000000000796,17-23,8-12
1977,1,1383.6552367818704,-210.54,14.929363943808534,6.339932362122789,24,328.35483870967744,1977-01-01,-210.88,0.3400000000000034,11-17,3-8
1977,2,569.8790472183647,-210.1,19.628033486121726,9.032865418894831,14,447.2142857142857,1977-02-01,-210.54,0.4399999999999977,17-23,8-12
1977,3,1312.6829235704483,-209.72,18.82568120723363,8.684035923753664,21,491.4193548387097,1977-03-01,-210.1,0.37999999999999545,17-23,8-12
1977,4,971.2416768508929,-209.44,22.89677540106952,11.109322566269906,14,494.0,1977-04-01,-209.72,0.28000000000000114,17-23,8-12
1977,5,45.1869366971826,-209.37,27.92644389133953,14.77427125688985,8,598.258064516129,1977-05-01,-209.44,0.06999999999999318,23-28,12-16
1977,6,94.43673469387755,-209.53,30.591789772727264,17.99020517676768,5,714.8,1977-06-01,-209.37,-0.1599999999999966,28-31,16-19
1977,7,0.0,-209.86,32.05601192728535,20.46218948065462,0,725.4193548387096,1977-07-01,-209.53,-0.3300000000000125,31-34,19-23
1977,8,0.0,-210.14,32.90015864944975,20.675294969728505,0,691.9354838709677,1977-08-01,-209.86,-0.2799999999999727,31-34,19-23
1977,9,30.174162813507078,-210.42,30.519013255469044,19.00739583333333,4,621.8,1977-09-01,-210.14,-0.28000000000000114,28-31,16-19
1977,10,744.1304682569059,-210.54,26.308521505376344,15.03665322580645,13,475.06451612903226,1977-10-01,-210.42,-0.12000000000000455,23-28,12-16
1977,11,155.46514669331103,-210.65,24.098289650537637,11.764647849462365,11,457.7,1977-11-01,-210.54,-0.11000000000001364,23-28,8-12
1977,12,2638.304447882371,-210.17,16.296258806080832,8.079773293076963,28,317.03225806451616,1977-12-01,-210.65,0.4800000000000182,11-17,3-8
1978,1,1526.2621667266521,-209.62,15.902281891495598,7.128668743890517,27,365.03225806451616,1978-01-01,-210.17,0.549999999999983,11-17,3-8
1978,2,633.2658684543082,-209.27,18.91494252873563,8.163582287197414,20,427.60714285714283,1978-02-01,-209.62,0.3499999999999943,17-23,3-8
1978,3,973.3658776710989,-208.99,20.12836812144212,9.179745270542236,19,443.3225806451613,1978-03-01,-209.27,0.28000000000000114,17-23,8-12
1978,4,161.37620804241766,-208.9,23.92815340909091,10.917878787878786,11,560.4,1978-04-01,-208.99,0.09000000000000341,23-28,8-12
1978,5,14.167582417582416,-208.89,29.774721299810242,15.06902654390202,2,694.258064516129,1978-05-01,-208.9,0.010000000000019327,28-31,12-16
1978,6,12.075,-209.15,30.04943497474748,17.21270833333333,3,739.1,1978-06-01,-208.89,-0.2600000000000193,28-31,16-19
1978,7,0.0,-209.5,33.279802052785925,20.993756109481915,0,729.5806451612904,1978-07-01,-209.15,-0.3499999999999943,31-34,19-23
1978,8,0.0,-209.84,30.78500948766604,19.214326375711575,0,707.516129032258,1978-08-01,-209.5,-0.3400000000000034,28-31,16-19
1978,9,4.562857142857143,-210.12,29.885514520202022,18.218544823232325,5,586.9,1978-09-01,-209.84,-0.28000000000000114,28-31,16-19
1978,10,368.25733076783365,-210.09,28.54694654006243,16.523865114464098,13,480.0967741935484,1978-10-01,-210.12,0.030000000000001137,23-28,16-19
1978,11,459.8585002306912,-210.07,21.099727822580636,10.092083333333333,18,440.0,1978-11-01,-210.09,0.020000000000010232,17-23,8-12
1978,12,1466.5104244264037,-210.01,17.364346501063768,9.586337760910817,24,304.35483870967744,1978-12-01,-210.07,0.060000000000002274,11-17,8-12
1979,1,861.3752570948765,-209.97,16.67314202771734,7.801965676536437,22,316.83870967741933,1979-01-01,-210.01,0.03999999999999204,11-17,3-8
1979,2,435.628307931235,-209.92,18.970532470563985,8.754920589447897,17,448.35714285714283,1979-02-01,-209.97,0.05000000000001137,17-23,8-12
1979,3,707.7012783514431,-209.88,20.910501490918953,9.726123610734614,22,467.2258064516129,1979-03-01,-209.92,0.03999999999999204,17-23,8-12
1979,4,197.49074550200072,-209.93,25.488565062388595,12.843731617647057,13,526.4,1979-04-01,-209.88,-0.05000000000001137,23-28,12-16
1979,5,72.50776016436394,-210.19,26.70250704387327,14.49094934161348,11,636.2903225806451,1979-05-01,-209.93,-0.2599999999999909,23-28,12-16
1979,6,25.76839826839827,-210.51,31.23432542335116,18.784686942958995,4,732.8,1979-06-01,-210.19,-0.3199999999999932,31-34,16-19
1979,7,0.0,-210.82,31.402371916508535,20.232433442585247,0,729.2903225806451,1979-07-01,-210.51,-0.3100000000000023,31-34,19-23
1979,8,26.452380952380956,-211.33,31.69322350641136,19.94362313840492,3,702.8709677419355,1979-08-01,-210.82,-0.5100000000000193,31-34,19-23
1979,9,2.5,-211.52,30.975308972073684,19.462549019607835,2,587.4,1979-09-01,-211.33,-0.18999999999999773,28-31,19-23
1979,10,657.065445988518,-211.66,28.197886838019667,16.68596112931976,18,532.6451612903226,1979-10-01,-211.52,-0.13999999999998636,23-28,16-19
1979,11,945.8642214058984,-211.68,24.949090909090906,14.687168560606061,17,403.2,1979-11-01,-211.66,-0.020000000000010232,23-28,12-16
1979,12,2573.7016599632916,-211.31,15.991429475015813,8.35095793082629,23,308.51612903225805,1979-12-01,-211.68,0.37000000000000455,11-17,3-8
1980,1,1503.967094330978,-210.71,14.279023632913571,6.245103789316313,24,347.80645161290323,1980-01-01,-211.31,0.5999999999999943,11-17,3-8
1980,2,1674.869619287315,-210.11,15.402692236769315,7.33622226319995,25,298.44827586206895,1980-02-01,-210.71,0.5999999999999943,11-17,3-8
1980,3,914.2756623326499,-209.01,19.133508891093097,8.734848484848486,19,410.61290322580646,1980-03-01,-210.11,1.1000000000000227,17-23,8-12
1980,4,524.791423080979,-208.83,23.672307653144347,11.782743238840014,13,541.2,1980-04-01,-209.01,0.1799999999999784,23-28,8-12
1980,5,32.52431521281079,-208.88,29.082407746823076,14.652003910068425,6,619.5483870967741,1980-05-01,-208.83,-0.04999999999998295,28-31,12-16
1980,6,0.0,-209.06,30.553728461081402,17.68525549613785,0,737.5,1980-06-01,-208.88,-0.18000000000000682,28-31,16-19
1980,7,0.0,-209.37,31.33188538611926,20.425609765711222,0,726.6774193548387,1980-07-01,-209.06,-0.3100000000000023,31-34,19-23
1980,8,0.0,-209.74,31.71834200485606,20.697294484911556,0,689.1290322580645,1980-08-01,-209.37,-0.37000000000000455,31-34,19-23
1980,9,12.109117316341829,-209.97,29.859820788530467,18.249526881720435,4,612.3,1980-09-01,-209.74,-0.22999999999998977,28-31,16-19
1980,10,365.33148585950124,-210.17,28.17998612556365,16.19844606312869,11,515.516129032258,1980-10-01,-209.97,-0.19999999999998863,23-28,12-16
1980,11,182.89236546374042,-210.25,24.28369837487781,13.2972525659824,13,479.6,1980-11-01,-210.17,-0.0800000000000125,23-28,12-16
1980,12,1766.6530934764712,-210.26,18.008047292690804,9.516360318428566,22,287.2258064516129,1980-12-01,-210.25,-0.009999999999990905,17-23,8-12
1981,1,2876.544366426994,-209.41,14.846612006171732,6.662017320832671,29,316.741935483871,1981-01-01,-210.26,0.8499999999999943,11-17,3-8
1981,2,1200.8306792079459,-209.15,16.15564132104455,7.720422824302133,26,343.17857142857144,1981-02-01,-209.41,0.2599999999999909,11-17,3-8
1981,3,711.1438588002642,-208.89,20.67281720430108,10.006482511432454,17,454.4,1981-03-01,-209.15,0.2600000000000193,17-23,8-12
1981,4,450.3592944432693,-208.82,23.794620963327862,11.777426108374385,19,516.6,1981-04-01,-208.89,0.06999999999999318,23-28,8-12
1981,5,36.075736310473154,-208.87,26.421917273673255,13.419766952826919,7,614.741935483871,1981-05-01,-208.82,-0.05000000000001137,23-28,12-16
1981,6,49.94068965517241,-209.04,30.28215053763442,17.873601285378815,3,710.9333333333333,1981-06-01,-208.87,-0.1699999999999875,28-31,16-19
1981,7,121.0,-209.39,31.759080818591748,20.417363857093306,1,693.3225806451613,1981-07-01,-209.04,-0.3499999999999943,31-34,19-23
1981,8,0.0,-209.69,32.04516475893167,20.587408949011444,0,680.516129032258,1981-08-01,-209.39,-0.30000000000001137,31-34,19-23
1981,9,12.294117647058824,-209.91,31.805571236559135,19.45860887096774,1,607.7666666666667,1981-09-01,-209.69,-0.21999999999999886,31-34,19-23
1981,10,143.11348022462573,-210.08,29.57958687669693,16.808319997129427,10,556.516129032258,1981-10-01,-209.91,-0.17000000000001592,28-31,16-19
1981,11,1194.9468144233022,-210.23,20.813935483870967,10.73098566308244,23,427.7,1981-11-01,-210.08,-0.14999999999997726,17-23,8-12
1981,12,350.01412977771815,-210.24,19.31688670655567,9.611713059313216,19,348.5483870967742,1981-12-01,-210.23,-0.010000000000019327,17-23,8-12
1982,1,766.4525666364539,-210.29,17.075530913978493,7.326759235171696,22,377.61290322580646,1982-01-01,-210.24,-0.04999999999998295,11-17,3-8
1982,2,1376.6827092804351,-209.87,15.441635944700456,6.25609817786959,25,312.85714285714283,1982-02-01,-210.29,0.4199999999999875,11-17,3-8
1982,3,1039.7792813930726,-209.61,18.272430213464695,7.12293492171708,22,459.48387096774195,1982-03-01,-209.87,0.2599999999999909,17-23,3-8
1982,4,216.14403220589344,-209.62,25.366126436781606,12.731245210727968,17,442.53333333333336,1982-04-01,-209.61,-0.009999999999990905,23-28,12-16
1982,5,189.60323679672203,-209.69,26.97684727355365,14.435612209503986,11,571.0967741935484,1982-05-01,-209.62,-0.06999999999999318,23-28,12-16
1982,6,7.706766917293233,-209.98,30.418616584564866,16.931578544061303,2,733.15,1982-06-01,-209.69,-0.28999999999999204,28-31,16-19
1982,7,0.0,-210.48,31.167362472117755,19.47031990277263,0,706.6935483870968,1982-07-01,-209.98,-0.5,31-34,19-23
1982,8,0.0,-210.88,31.800893585465328,20.21855562333298,0,674.1451612903226,1982-08-01,-210.48,-0.4000000000000057,31-34,19-23
1982,9,53.44981009224092,-211.19,30.778690636200725,18.63560663082437,3,582.7833333333333,1982-09-01,-210.88,-0.3100000000000023,28-31,16-19
1982,10,198.11446502266466,-211.47,28.431736927359122,16.029822263686054,13,491.9032258064516,1982-10-01,-211.19,-0.28000000000000114,23-28,12-16
1982,11,1214.6766583973322,-211.56,19.519820788530467,9.588855642071438,17,354.45,1982-11-01,-211.47,-0.09000000000000341,17-23,8-12
1982,12,1538.7325227329811,-211.57,15.606378772112382,6.845775481888905,19,280.66129032258067,1982-12-01,-211.56,-0.009999999999990905,11-17,3-8
1983,1,1743.0321752043994,-211.15,12.570506912442399,4.778976640711901,23,258.48387096774195,1983-01-01,-211.57,0.4199999999999875,11-17,3-8
1983,2,1761.5483821753037,-210.54,14.523283518388201,5.935073761305289,23,261.4642857142857,1983-02-01,-211.15,0.6100000000000136,11-17,3-8
1983,3,1233.9584254159674,-209.56,17.62794681423713,7.615879449105253,21,364.80645161290323,1983-03-01,-210.54,0.9799999999999898,11-17,3-8
1983,4,272.2393838342327,-209.21,22.007631958379786,10.811968487551095,17,460.98333333333335,1983-04-01,-209.56,0.3499999999999943,17-23,8-12
1983,5,141.66156844534504,-209.18,26.589456391875743,14.111283101605679,8,542.6612903225806,1983-05-01,-209.21,0.030000000000001137,23-28,12-16
1983,6,73.95359477124182,-209.35,29.54498236331569,16.981477072310405,4,682.5833333333334,1983-06-01,-209.18,-0.1699999999999875,28-31,16-19
1983,7,2.25,-209.74,31.074308755760374,19.432364409783766,1,676.9677419354839,1983-07-01,-209.35,-0.3900000000000148,28-31,16-19
1983,8,0.0,-210.09,31.40710313046242,19.67116637533767,0,655.3548387096774,1983-08-01,-209.74,-0.3499999999999943,31-34,19-23
1983,9,50.42948717948719,-210.39,30.149993216659883,18.428480870980867,4,600.2800000000001,1983-09-01,-210.09,-0.29999999999998295,28-31,16-19
1983,10,77.80208664311496,-210.57,26.969278033794165,14.715151903055128,11,535.1322580645161,1983-10-01,-210.39,-0.18000000000000682,23-28,12-16
1983,11,1154.6672373041702,-210.5,23.454880952380954,12.900897435897438,17,399.1800000000001,1983-11-01,-210.57,0.06999999999999318,23-28,12-16
1983,12,542.4785258423623,-210.55,18.74456803856136,8.604935525069004,19,354.5903225806451,1983-12-01,-210.5,-0.05000000000001137,17-23,8-12
1984,1,1317.3348710214786,-210.44,15.886451612903224,7.209677419354837,22,327.6774193548387,1984-01-01,-210.55,0.11000000000001364,11-17,3-8
1984,2,494.7832429034365,-210.16,18.634022988505752,7.034942528735633,9,442.44827586206895,1984-02-01,-210.44,0.28000000000000114,17-23,3-8
1984,3,1106.4665796160375,-209.71,20.12172043010752,9.354408602150539,21,381.0,1984-03-01,-210.16,0.44999999999998863,17-23,8-12
1984,4,763.7074822627642,-209.34,22.029888888888884,10.604666666666668,14,516.7,1984-04-01,-209.71,0.37000000000000455,17-23,8-12
1984,5,0.6969696969696969,-209.33,28.941290322580645,14.51204301075269,3,621.3870967741935,1984-05-01,-209.34,0.009999999999990905,28-31,12-16
1984,6,1.0454545454545454,-209.59,29.565333333333335,16.70555555555556,2,711.9,1984-06-01,-209.33,-0.2599999999999909,28-31,16-19
1984,7,4.3,-209.89,31.13769585253456,18.942607231478192,1,725.4193548387096,1984-07-01,-209.59,-0.29999999999998295,31-34,16-19
